,0,1,2,3,4,5,6
0,1.1767561435699463,1.524730920791626,1.4985079765319824,1.467987060546875,1.468322992324829,1.4978020191192627,1.508547067642212
1,1.0626301765441895,1.5257129669189453,1.4773049354553223,1.444180965423584,1.4755220413208008,1.4904539585113525,1.502626895904541
2,1.281294822692871,1.524914026260376,1.3253819942474365,1.4722321033477783,1.3502929210662842,1.5060980319976807,1.3074312210083008
3,0.891110897064209,1.5239911079406738,1.1083528995513916,1.4679999351501465,1.3776350021362305,1.5062758922576904,1.338778018951416
4,1.4925429821014404,1.5253689289093018,1.4699699878692627,1.471156120300293,1.4193131923675537,1.5074949264526367,1.4553861618041992
5,1.4509317874908447,1.528182029724121,1.4703171253204346,1.4727740287780762,1.419605016708374,1.5087041854858398,1.456221103668213
6,1.1831858158111572,1.2367429733276367,1.4690849781036377,1.3217079639434814,1.4171350002288818,1.3174149990081787,1.4581739902496338
7,1.336359977722168,1.2993080615997314,1.355186939239502,1.350682020187378,1.4088308811187744,1.3173398971557617,1.369286060333252
8,1.3683600425720215,1.329469919204712,1.3850550651550293,1.382176160812378,1.4398610591888428,1.3466248512268066,1.3985700607299805
9,1.1775519847869873,1.4670939445495605,1.4193239212036133,1.4109349250793457,1.4702539443969727,1.449112892150879,1.4298501014709473
10,1.4308462142944336,1.4661200046539307,1.378000020980835,1.411294937133789,1.3281610012054443,1.4489121437072754,1.364346981048584
11,1.3977949619293213,1.4664230346679688,1.090660810470581,1.4123070240020752,1.500685214996338,1.4502201080322266,1.460726022720337
12,1.428062915802002,1.3604450225830078,1.4483568668365479,1.3818299770355225,0.9351108074188232,1.345923900604248,1.491089105606079
13,1.371433973312378,1.38926100730896,1.3499491214752197,1.4123070240020752,1.2980279922485352,1.3741850852966309,1.303792953491211
14,1.454437017440796,1.3897051811218262,1.4774761199951172,1.4440999031066895,1.5291168689727783,1.4041039943695068,1.5230209827423096
15,1.4851710796356201,1.4068620204925537,1.5093629360198975,1.351315975189209,1.5604538917541504,1.3901898860931396,1.5227351188659668
16,1.4853670597076416,1.4184308052062988,1.5393788814544678,1.4748268127441406,1.5908129215240479,1.4350659847259521,1.5517418384552002
17,1.5146420001983643,1.4510290622711182,1.570875883102417,1.5066821575164795,1.6238949298858643,1.434446096420288,1.5510740280151367
18,1.5455150604248047,1.4810481071472168,1.6023011207580566,1.5052969455718994,1.6549029350280762,1.4650321006774902,1.581282138824463
19,1.2500739097595215,1.5141451358795166,1.196692943572998,1.536686897277832,1.139976978302002,1.4956839084625244,1.2182350158691406
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,,0.0,,0.0,,0.0,
